Natural Language Query,SQL Query
Get minimum ApplicationId from Module,SELECT MIN(ApplicationId) FROM Module;
Calculate average ApplicationId in Module,SELECT AVG(ApplicationId) FROM Module;
Get all records from Module,SELECT * FROM Module;
"Show all Id, Name, ApplicationId, IsDeleted from Module","SELECT Id, Name, ApplicationId, IsDeleted FROM Module;"
"List all Id, Name, ApplicationId, IsDeleted in Module where IsDeleted is 13","SELECT Id, Name, ApplicationId, IsDeleted FROM Module WHERE IsDeleted = '59';"
"Find Id, Name, ApplicationId, IsDeleted in Module with IsDeleted greater than 63","SELECT Id, Name, ApplicationId, IsDeleted FROM Module WHERE IsDeleted > 1;"
"Get Id, Name, ApplicationId, IsDeleted from Module where IsDeleted is in (13, 98)","SELECT Id, Name, ApplicationId, IsDeleted FROM Module WHERE IsDeleted IN ('37', '99');"
Find all records in Module where IsDeleted is between 38 and 51,SELECT * FROM Module WHERE IsDeleted BETWEEN '19' AND '90';
Join Module and UiPageValidationType on IsDeleted = IsDeleted,SELECT * FROM Module JOIN Organization ON Module.IsDeleted = Organization.Name;
Count number of records in Module,SELECT COUNT(*) FROM Module;
"Find distinct Id, Name, ApplicationId, IsDeleted from Module","SELECT DISTINCT Id, Name, ApplicationId, IsDeleted FROM Module;"
Get maximum IsDeleted from Module,SELECT MAX(IsDeleted) FROM Module;
Get minimum IsDeleted from Module,SELECT MIN(IsDeleted) FROM Module;
Calculate average IsDeleted in Module,SELECT AVG(IsDeleted) FROM Module;
Get all records from ModuleLayout,SELECT * FROM ModuleLayout;
"Show all Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
"List all Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout where Id is 12","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE Id = '76';"
"Find Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout with Id greater than 21","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE Id > 54;"
"Get Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout where Id is in (3, 82)","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE Id IN ('25', '56');"
Find all records in ModuleLayout where Id is between 46 and 74,SELECT * FROM ModuleLayout WHERE Id BETWEEN '21' AND '69';
Join ModuleLayout and Record on Id = Name,SELECT * FROM ModuleLayout JOIN UiPageBoolType ON ModuleLayout.Id = UiPageBoolType.ModuleId;
Count number of records in ModuleLayout,SELECT COUNT(*) FROM ModuleLayout;
"Find distinct Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT DISTINCT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
Get maximum Id from ModuleLayout,SELECT MAX(Id) FROM ModuleLayout;
Get minimum Id from ModuleLayout,SELECT MIN(Id) FROM ModuleLayout;
Calculate average Id in ModuleLayout,SELECT AVG(Id) FROM ModuleLayout;
Get all records from ModuleLayout,SELECT * FROM ModuleLayout;
"Show all Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
"List all Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout where LayoutId is 32","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE LayoutId = '41';"
"Find Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout with LayoutId greater than 37","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE LayoutId > 7;"
"Get Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout where LayoutId is in (45, 81)","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE LayoutId IN ('11', '86');"
Find all records in ModuleLayout where LayoutId is between 33 and 89,SELECT * FROM ModuleLayout WHERE LayoutId BETWEEN '49' AND '74';
Join ModuleLayout and LoginTokenLog on LayoutId = IsDeleted,SELECT * FROM ModuleLayout JOIN Logs ON ModuleLayout.LayoutId = Logs.IsDeleted;
Count number of records in ModuleLayout,SELECT COUNT(*) FROM ModuleLayout;
"Find distinct Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT DISTINCT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
Get maximum LayoutId from ModuleLayout,SELECT MAX(LayoutId) FROM ModuleLayout;
Get minimum LayoutId from ModuleLayout,SELECT MIN(LayoutId) FROM ModuleLayout;
Calculate average LayoutId in ModuleLayout,SELECT AVG(LayoutId) FROM ModuleLayout;
Get all records from ModuleLayout,SELECT * FROM ModuleLayout;
"Show all Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
"List all Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout where ModuleId is 46","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE ModuleId = '45';"
"Find Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout with ModuleId greater than 36","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE ModuleId > 63;"
"Get Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout where ModuleId is in (42, 88)","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE ModuleId IN ('46', '86');"
Find all records in ModuleLayout where ModuleId is between 33 and 64,SELECT * FROM ModuleLayout WHERE ModuleId BETWEEN '32' AND '100';
Join ModuleLayout and SubPermissionModuleType on ModuleId = Name,SELECT * FROM ModuleLayout JOIN Role ON ModuleLayout.ModuleId = Role.Id;
Count number of records in ModuleLayout,SELECT COUNT(*) FROM ModuleLayout;
"Find distinct Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT DISTINCT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
Get maximum ModuleId from ModuleLayout,SELECT MAX(ModuleId) FROM ModuleLayout;
Get minimum ModuleId from ModuleLayout,SELECT MIN(ModuleId) FROM ModuleLayout;
Calculate average ModuleId in ModuleLayout,SELECT AVG(ModuleId) FROM ModuleLayout;
Get all records from ModuleLayout,SELECT * FROM ModuleLayout;
"Show all Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
"List all Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout where IsDeleted is 38","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE IsDeleted = '9';"
"Find Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout with IsDeleted greater than 43","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE IsDeleted > 5;"
"Get Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout where IsDeleted is in (20, 99)","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE IsDeleted IN ('22', '61');"
Find all records in ModuleLayout where IsDeleted is between 9 and 60,SELECT * FROM ModuleLayout WHERE IsDeleted BETWEEN '27' AND '52';
Join ModuleLayout and Group on IsDeleted = IsDeleted,SELECT * FROM ModuleLayout JOIN PermissionType ON ModuleLayout.IsDeleted = PermissionType.IsDeleted;
Count number of records in ModuleLayout,SELECT COUNT(*) FROM ModuleLayout;
"Find distinct Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT DISTINCT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
Get maximum IsDeleted from ModuleLayout,SELECT MAX(IsDeleted) FROM ModuleLayout;
Get minimum IsDeleted from ModuleLayout,SELECT MIN(IsDeleted) FROM ModuleLayout;
Calculate average IsDeleted in ModuleLayout,SELECT AVG(IsDeleted) FROM ModuleLayout;
Get all records from ModuleLayout,SELECT * FROM ModuleLayout;
"Show all Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
"List all Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout where Name is 65","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE Name = '39';"
"Find Id, LayoutId, ModuleId, IsDeleted, Name in ModuleLayout with Name greater than 99","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE Name > 49;"
"Get Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout where Name is in (9, 66)","SELECT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout WHERE Name IN ('18', '61');"
Find all records in ModuleLayout where Name is between 36 and 96,SELECT * FROM ModuleLayout WHERE Name BETWEEN '24' AND '70';
Join ModuleLayout and UserRole on Name = ModuleId,SELECT * FROM ModuleLayout JOIN WorkflowActivity ON ModuleLayout.Name = WorkflowActivity.Name;
Count number of records in ModuleLayout,SELECT COUNT(*) FROM ModuleLayout;
"Find distinct Id, LayoutId, ModuleId, IsDeleted, Name from ModuleLayout","SELECT DISTINCT Id, LayoutId, ModuleId, IsDeleted, Name FROM ModuleLayout;"
Get maximum Name from ModuleLayout,SELECT MAX(Name) FROM ModuleLayout;
Get minimum Name from ModuleLayout,SELECT MIN(Name) FROM ModuleLayout;
Calculate average Name in ModuleLayout,SELECT AVG(Name) FROM ModuleLayout;
Get all records from Organization,SELECT * FROM Organization;
"Show all Id, OrgCode, OrgName, IsDeleted from Organization","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
"List all Id, OrgCode, OrgName, IsDeleted in Organization where Id is 7","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE Id = '41';"
"Find Id, OrgCode, OrgName, IsDeleted in Organization with Id greater than 73","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE Id > 90;"
"Get Id, OrgCode, OrgName, IsDeleted from Organization where Id is in (25, 77)","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE Id IN ('2', '75');"
Find all records in Organization where Id is between 8 and 74,SELECT * FROM Organization WHERE Id BETWEEN '35' AND '79';
Join Organization and TestReport on Id = OrgCode,SELECT * FROM Organization JOIN TestReport ON Organization.Id = TestReport.Id;
Count number of records in Organization,SELECT COUNT(*) FROM Organization;
"Find distinct Id, OrgCode, OrgName, IsDeleted from Organization","SELECT DISTINCT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
Get maximum Id from Organization,SELECT MAX(Id) FROM Organization;
Get minimum Id from Organization,SELECT MIN(Id) FROM Organization;
Calculate average Id in Organization,SELECT AVG(Id) FROM Organization;
Get all records from Organization,SELECT * FROM Organization;
"Show all Id, OrgCode, OrgName, IsDeleted from Organization","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
"List all Id, OrgCode, OrgName, IsDeleted in Organization where OrgCode is 42","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE OrgCode = '38';"
"Find Id, OrgCode, OrgName, IsDeleted in Organization with OrgCode greater than 7","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE OrgCode > 75;"
"Get Id, OrgCode, OrgName, IsDeleted from Organization where OrgCode is in (37, 65)","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE OrgCode IN ('34', '90');"
Find all records in Organization where OrgCode is between 26 and 57,SELECT * FROM Organization WHERE OrgCode BETWEEN '39' AND '64';
Join Organization and UiPageNavigation on OrgCode = OrgCode,SELECT * FROM Organization JOIN UiPageIntType ON Organization.OrgCode = UiPageIntType.IsDeleted;
Count number of records in Organization,SELECT COUNT(*) FROM Organization;
"Find distinct Id, OrgCode, OrgName, IsDeleted from Organization","SELECT DISTINCT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
Get maximum OrgCode from Organization,SELECT MAX(OrgCode) FROM Organization;
Get minimum OrgCode from Organization,SELECT MIN(OrgCode) FROM Organization;
Calculate average OrgCode in Organization,SELECT AVG(OrgCode) FROM Organization;
Get all records from Organization,SELECT * FROM Organization;
"Show all Id, OrgCode, OrgName, IsDeleted from Organization","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
"List all Id, OrgCode, OrgName, IsDeleted in Organization where OrgName is 80","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE OrgName = '25';"
"Find Id, OrgCode, OrgName, IsDeleted in Organization with OrgName greater than 34","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE OrgName > 23;"
"Get Id, OrgCode, OrgName, IsDeleted from Organization where OrgName is in (50, 78)","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE OrgName IN ('46', '71');"
Find all records in Organization where OrgName is between 39 and 93,SELECT * FROM Organization WHERE OrgName BETWEEN '33' AND '86';
Join Organization and UserOtp on OrgName = OrgCode,SELECT * FROM Organization JOIN PermissionType ON Organization.OrgName = PermissionType.IsDeleted;
Count number of records in Organization,SELECT COUNT(*) FROM Organization;
"Find distinct Id, OrgCode, OrgName, IsDeleted from Organization","SELECT DISTINCT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
Get maximum OrgName from Organization,SELECT MAX(OrgName) FROM Organization;
Get minimum OrgName from Organization,SELECT MIN(OrgName) FROM Organization;
Calculate average OrgName in Organization,SELECT AVG(OrgName) FROM Organization;
Get all records from Organization,SELECT * FROM Organization;
"Show all Id, OrgCode, OrgName, IsDeleted from Organization","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
"List all Id, OrgCode, OrgName, IsDeleted in Organization where IsDeleted is 14","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE IsDeleted = '72';"
"Find Id, OrgCode, OrgName, IsDeleted in Organization with IsDeleted greater than 95","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE IsDeleted > 60;"
"Get Id, OrgCode, OrgName, IsDeleted from Organization where IsDeleted is in (44, 91)","SELECT Id, OrgCode, OrgName, IsDeleted FROM Organization WHERE IsDeleted IN ('8', '98');"
Find all records in Organization where IsDeleted is between 13 and 90,SELECT * FROM Organization WHERE IsDeleted BETWEEN '12' AND '69';
Join Organization and UiControlType on IsDeleted = OrgName,SELECT * FROM Organization JOIN SampleTable ON Organization.IsDeleted = SampleTable.IsDeleted;
Count number of records in Organization,SELECT COUNT(*) FROM Organization;
"Find distinct Id, OrgCode, OrgName, IsDeleted from Organization","SELECT DISTINCT Id, OrgCode, OrgName, IsDeleted FROM Organization;"
Get maximum IsDeleted from Organization,SELECT MAX(IsDeleted) FROM Organization;
Get minimum IsDeleted from Organization,SELECT MIN(IsDeleted) FROM Organization;
Calculate average IsDeleted in Organization,SELECT AVG(IsDeleted) FROM Organization;
Get all records from PasswordLogin,SELECT * FROM PasswordLogin;
"Show all Id, PasswordHash, PasswordSalt, UserId, ChangeDate from PasswordLogin","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin;"
"List all Id, PasswordHash, PasswordSalt, UserId, ChangeDate in PasswordLogin where Id is 20","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin WHERE Id = '63';"
"Find Id, PasswordHash, PasswordSalt, UserId, ChangeDate in PasswordLogin with Id greater than 88","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin WHERE Id > 16;"
"Get Id, PasswordHash, PasswordSalt, UserId, ChangeDate from PasswordLogin where Id is in (13, 72)","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin WHERE Id IN ('10', '88');"
Find all records in PasswordLogin where Id is between 14 and 99,SELECT * FROM PasswordLogin WHERE Id BETWEEN '8' AND '90';
Join PasswordLogin and WorkflowActivity on Id = ChangeDate,SELECT * FROM PasswordLogin JOIN UiPageIntType ON PasswordLogin.Id = UiPageIntType.PasswordHash;
Count number of records in PasswordLogin,SELECT COUNT(*) FROM PasswordLogin;
"Find distinct Id, PasswordHash, PasswordSalt, UserId, ChangeDate from PasswordLogin","SELECT DISTINCT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin;"
Get maximum Id from PasswordLogin,SELECT MAX(Id) FROM PasswordLogin;
Get minimum Id from PasswordLogin,SELECT MIN(Id) FROM PasswordLogin;
Calculate average Id in PasswordLogin,SELECT AVG(Id) FROM PasswordLogin;
Get all records from PasswordLogin,SELECT * FROM PasswordLogin;
"Show all Id, PasswordHash, PasswordSalt, UserId, ChangeDate from PasswordLogin","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin;"
"List all Id, PasswordHash, PasswordSalt, UserId, ChangeDate in PasswordLogin where PasswordHash is 74","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin WHERE PasswordHash = '31';"
"Find Id, PasswordHash, PasswordSalt, UserId, ChangeDate in PasswordLogin with PasswordHash greater than 22","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin WHERE PasswordHash > 64;"
"Get Id, PasswordHash, PasswordSalt, UserId, ChangeDate from PasswordLogin where PasswordHash is in (4, 67)","SELECT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin WHERE PasswordHash IN ('6', '70');"
Find all records in PasswordLogin where PasswordHash is between 32 and 96,SELECT * FROM PasswordLogin WHERE PasswordHash BETWEEN '43' AND '73';
Join PasswordLogin and GroupClaim on PasswordHash = PasswordSalt,SELECT * FROM PasswordLogin JOIN ImageUpload ON PasswordLogin.PasswordHash = ImageUpload.PasswordHash;
Count number of records in PasswordLogin,SELECT COUNT(*) FROM PasswordLogin;
"Find distinct Id, PasswordHash, PasswordSalt, UserId, ChangeDate from PasswordLogin","SELECT DISTINCT Id, PasswordHash, PasswordSalt, UserId, ChangeDate FROM PasswordLogin;"
